site,buyer_city,buyer_id,package,destination_id,destination_type,regency_country,regency_market,regency_cluster
2,12346,354,0,25703,6,50,688,85
2,18823,356,0,8281,1,50,663,57
2,44287,365,0,11569,1,50,623,64
2,7321,366,0,46301,3,180,1518,85
2,25149,366,1,8810,1,8,1532,99
2,47997,366,0,19797,1,163,1933,3
2,32913,368,0,12228,6,50,411,61
2,45115,368,0,11996,1,50,715,61
2,45115,368,0,27476,6,50,647,85
2,34650,369,0,20464,6,82,228,99
2,15264,371,0,8254,1,50,365,99
2,22025,375,0,8281,1,50,663,57
2,20706,375,0,44045,3,50,701,60
2,20706,375,0,4486,3,50,366,62
2,24848,383,0,33249,4,50,440,85
2,24848,383,0,8267,1,50,675,57
2,24848,383,1,8260,1,50,701,57
2,24848,383,0,25335,6,50,191,36
2,32587,384,1,8791,1,8,110,29
2,51280,389,0,8828,1,50,546,57
2,5938,405,1,8273,1,50,660,99
2,5938,405,0,8281,1,50,663,99
11,14703,408,0,12272,6,50,663,20
2,46296,412,1,8859,1,50,212,99
2,54486,413,0,11835,1,50,633,61
11,22859,414,0,53976,4,198,404,53
11,22859,414,0,41560,1,198,388,82
11,22859,414,0,46215,4,198,392,53
11,22859,414,0,576,3,50,487,62
2,17194,415,0,8799,1,46,1463,57
2,25538,419,0,45775,1,63,1248,60
2,4868,419,0,43130,1,63,1001,85
2,47997,424,0,8254,1,50,365,57
2,25334,430,1,8250,1,50,628,57
2,50542,430,0,8743,1,144,24,25
2,274,436,0,11357,1,50,674,3
2,274,436,1,8254,1,50,365,43
2,55683,438,0,8220,1,182,46,68
2,55683,438,0,6581,6,171,61,20
2,54488,456,0,8213,1,68,275,58
2,54488,456,0,769,3,202,171,62
2,54488,456,0,448,1,115,159,82
2,54488,456,0,468,1,48,153,82
2,15802,464,0,530,1,50,1249,62
2,54953,464,0,5931,3,50,678,57
2,2037,471,0,25102,6,50,915,85
2,46227,488,0,29454,4,50,640,85
11,1347,496,0,9780,3,198,381,3
2,40794,521,0,4753,3,50,684,62
2,40794,521,0,26356,6,50,678,78
2,40794,521,0,26496,1,50,454,36
2,40794,521,0,7791,3,50,350,57
2,40794,521,1,8745,1,204,27,38
2,39313,541,0,8282,1,126,232,99
2,47287,557,0,8232,1,50,639,99
2,76,566,0,1508,3,50,575,62
2,4687,568,1,8267,1,50,675,99
2,36062,584,1,268,1,99,1033,46
2,36062,584,0,44248,8,105,29,85
2,36062,584,0,8215,1,208,951,64
2,36062,584,0,8255,1,77,1895,64
2,8553,586,0,12189,6,50,637,61
2,9683,601,0,34791,4,50,705,85
2,21180,605,0,8254,1,50,365,64
2,5757,616,0,11982,1,50,488,31
2,5757,616,0,8229,1,50,678,46
2,5757,616,0,25268,1,50,894,36
2,5757,616,0,24412,1,50,1148,38
2,23663,618,0,23663,6,50,629,85
2,28215,634,0,12662,5,63,1108,61
34,25315,640,0,11827,1,50,447,67
2,3688,644,0,12572,5,50,680,31
2,3688,644,0,12654,5,50,682,31
2,3688,644,0,49718,4,50,743,85
34,6802,657,0,26299,1,198,1638,53
2,36062,660,0,8267,1,50,675,64
2,10017,662,0,11978,1,50,528,61
2,10017,662,0,12452,5,50,656,31
2,5021,667,1,8250,1,50,628,9
2,5021,667,0,11357,1,50,674,3
2,49258,688,0,3913,3,50,365,67
2,54486,690,0,6581,6,171,61,68
2,2945,691,1,8791,1,8,110,46
26,51733,698,0,5405,6,8,126,81
2,47779,702,0,12206,6,50,628,98
2,47779,702,0,8254,1,50,365,64
2,47779,702,0,8267,1,50,675,64
2,47779,702,0,1014,1,92,168,62
2,6988,703,0,25277,6,50,692,85
2,52790,718,0,8788,1,77,2,43
2,25897,718,0,8250,1,50,628,64
2,8966,718,0,8255,1,77,20,6
2,8966,718,0,23877,1,77,1877,36
2,17529,719,1,1901,1,198,401,62
2,17529,719,1,8242,1,171,61,69
2,76,720,0,22117,6,8,116,22
2,38784,725,0,41121,1,124,1943,36
2,38784,725,1,8268,1,50,682,99
2,38090,729,0,8799,1,46,1463,99
2,38090,729,0,8746,1,105,29,38
2,38090,729,0,8740,1,105,12,46
26,2637,732,0,20460,1,13,1531,67
2,23360,740,1,8254,1,50,365,9
2,23360,740,1,8250,1,50,628,9
34,36086,742,0,5950,3,198,399,57
34,36086,742,0,12273,6,50,663,31
2,32501,743,0,44691,6,50,366,85
2,39171,743,0,8259,1,8,121,90
2,38000,743,0,8260,1,50,701,99
2,25538,749,0,28555,6,50,746,85
2,44951,753,0,5290,1,50,549,62
2,7015,753,0,23565,6,50,735,85
2,7015,753,0,62487,6,50,1179,53
2,15353,757,0,49925,3,50,694,60
2,32474,758,0,12813,5,50,412,61
2,32474,758,0,22863,1,93,2085,36
2,35390,762,0,8278,1,50,368,64
34,48951,770,0,11337,1,50,697,67
34,11747,770,0,8268,1,50,682,36
2,54488,772,0,578,1,50,1100,67
2,76,772,0,468,1,48,153,29
2,49272,778,1,12175,6,50,366,20
2,49272,778,1,792,1,208,1480,67
2,49272,778,0,23429,6,50,664,85
2,49272,778,1,8859,1,50,212,99
2,44465,782,0,8250,1,50,628,99
2,44465,782,0,8843,1,50,671,99
2,20857,782,0,18790,1,50,359,38
2,24848,783,1,8268,1,50,682,30
11,54864,788,1,8250,1,50,628,28
2,10535,790,0,662,3,34,348,62
2,4452,794,0,14978,6,50,636,93
2,244,801,0,12572,5,50,680,31
2,244,801,0,8260,1,50,701,43
2,18870,801,0,23682,6,50,659,85
2,52997,807,0,8235,1,50,406,58
2,19294,808,0,50689,4,50,544,60
2,51914,817,0,669,3,50,212,67
2,3300,820,0,8230,1,50,637,9
2,22418,820,0,24946,6,50,751,85
2,24960,820,0,25179,6,50,556,85
2,24960,820,0,8271,1,50,696,64
2,8053,821,0,23663,6,50,629,85
2,3492,825,0,21996,6,63,1193,85
2,3492,825,0,21940,6,63,974,85
2,36508,839,0,44753,1,50,1077,60
2,35657,839,0,27046,6,50,508,78
2,35657,839,0,4306,3,50,1059,62
2,47940,839,0,27504,1,50,1325,36
2,3169,841,0,8744,1,106,108,25
2,3169,841,0,8221,1,99,47,40
2,2982,841,0,8747,1,106,107,25
2,7610,842,0,325,6,50,368,20
2,14566,857,0,24723,6,182,79,38
2,34475,878,0,27264,1,50,1076,36
2,23706,887,0,8250,1,50,628,9
2,48649,887,0,23171,6,50,1650,85
2,49543,906,0,23666,1,50,947,36
2,18236,918,0,12189,6,50,637,61
2,18236,918,0,11815,1,5,1701,3
2,18236,918,0,8809,1,50,698,9
2,18236,918,0,12006,1,50,544,61
2,18236,918,0,28622,6,50,691,85
2,18236,918,0,9524,1,50,1350,9
2,18236,918,0,25525,6,50,837,85
2,18236,918,0,21103,1,50,706,3
2,18236,918,0,43180,1,50,829,82
2,18236,918,0,15430,1,50,534,38
2,48862,918,0,22540,6,204,1759,85
11,50761,930,0,13340,4,198,384,85
2,49272,931,0,21491,1,50,1179,3
2,49272,931,0,1391,1,50,1203,67
2,21609,949,0,27171,6,50,596,85
2,32765,949,0,105,1,50,426,61
2,5703,951,0,8223,1,50,690,9
2,5703,951,0,12466,5,50,641,31
2,5703,951,0,12732,5,50,637,31
2,53800,951,0,27397,6,50,538,30
2,5703,951,0,12836,5,50,1241,31
2,5224,951,0,12826,5,50,1230,31
2,5224,951,0,7193,3,50,365,85
2,5224,951,0,41746,4,50,593,85
2,5224,951,0,24412,1,50,1148,38
2,5224,951,0,8219,1,50,688,9
2,5703,951,0,8818,1,99,88,36
2,11379,969,0,8291,1,50,191,46
2,23766,973,0,11334,1,96,201,46
11,6802,975,0,5950,3,198,399,62
17,35423,984,0,8253,1,70,19,46
24,53800,992,0,53951,3,17,30,55
24,53800,992,0,8263,1,17,23,57
28,8159,1003,0,12225,6,50,701,31
24,5224,1008,0,21787,6,105,29,99
24,5224,1008,0,8740,1,105,12,46
24,5224,1008,0,8806,1,105,22,25
30,56440,1022,0,9321,1,196,1991,53
30,56440,1022,0,8275,1,196,2027,28
30,56440,1022,0,13941,6,171,61,20
30,27731,1022,0,635,1,162,1039,62
30,56090,1022,0,17595,1,162,1047,38
25,4924,1026,0,8747,1,106,107,82
25,4924,1026,0,8818,1,99,88,36
23,43915,1027,1,8253,1,70,19,64
23,21031,1027,1,12148,1,77,21,2
2,20652,1038,0,1031,1,50,1107,62
2,51733,1038,0,41272,6,8,1401,53
2,38000,1038,0,43199,1,106,106,64
2,38000,1038,0,65671,6,106,781,53
2,38000,1038,0,8747,1,106,107,78
2,38000,1038,0,24780,6,106,160,82
2,38000,1038,0,26419,6,198,399,78
2,5526,1044,0,8250,1,50,628,9
2,902,1044,0,24830,6,50,587,85
2,50736,1044,1,11353,1,50,699,99
28,24714,1061,1,8746,1,105,29,93
28,24714,1063,0,23048,1,48,152,82
25,54153,1069,0,23436,1,162,1150,53
25,23092,1069,0,552,1,106,331,62
2,48862,1078,0,64574,6,50,699,53
2,47997,1078,0,43054,6,50,350,85
30,56440,1080,0,12918,5,77,774,85
30,37900,1080,0,8255,1,77,20,25
30,47551,1080,0,23479,6,70,19,85
30,22648,1080,0,19486,1,34,56,85
11,21728,1082,0,12227,6,50,701,98
28,35892,1094,1,8267,1,50,675,99
2,29968,1101,0,27397,6,50,538,78
2,29968,1101,0,43760,1,50,605,60
2,18722,1105,0,11334,1,96,201,46
33,42328,1111,0,12302,5,34,1396,30
33,42328,1111,0,22258,6,34,43,99
33,42328,1111,0,19489,1,34,87,30
33,42328,1111,0,19415,1,34,94,30
33,42328,1111,0,14298,4,63,1258,85
33,42328,1111,0,8849,1,63,1023,53
37,37284,1112,0,23116,6,70,761,67
37,37284,1112,0,2883,3,70,1921,67
2,35952,1117,0,4902,3,50,1311,62
2,3932,1117,0,12615,5,50,676,98
2,35952,1117,0,5628,3,50,1143,67
28,35892,1124,1,8808,1,169,28,48
34,53078,1131,0,32493,4,126,232,53
34,14703,1131,0,17845,5,126,262,67
34,53078,1131,0,26393,1,198,932,53
35,14566,1134,0,23237,1,106,756,53
24,3169,1135,0,6305,1,106,136,61
33,42328,1142,0,45532,1,151,1068,53
33,42328,1144,1,8822,1,130,91,82
2,8833,1149,0,12233,6,50,675,98
2,52790,1150,0,24593,6,50,367,30
2,25671,1153,0,7635,3,50,675,62
2,25671,1153,0,8219,1,50,688,9
2,52997,1160,1,8230,1,50,637,28
2,21731,1160,0,19492,6,50,686,67
2,52997,1160,0,63151,4,82,821,53
2,34849,1165,0,8250,1,50,628,64
2,28405,1167,0,19,1,102,1522,62
2,28405,1167,0,8255,1,77,20,62
2,28405,1167,0,8742,1,204,1479,64
2,28405,1167,0,15582,1,73,1722,12
2,28405,1167,0,945,1,27,1434,62
2,54761,1170,0,12762,5,50,697,98
34,56436,1188,0,8819,1,168,1242,28
8,13793,1205,0,13441,4,50,682,98
8,13793,1205,0,41780,4,50,679,53
13,49990,1214,0,25269,1,50,1290,53
13,22181,1214,0,8268,1,50,682,62
13,22181,1214,0,27699,6,50,646,46
13,32758,1214,0,17563,1,50,1235,60
30,22648,1214,0,8812,1,34,85,82
30,22648,1214,0,226,1,70,307,46
8,30661,1222,1,8795,1,63,966,99
8,48247,1223,0,20896,6,63,1258,28
24,5703,1223,0,21222,1,152,73,67
24,9627,1223,0,5857,3,50,365,57
37,4561,1226,1,21917,6,135,278,67
37,4561,1226,1,8741,1,144,13,36
24,19549,1236,0,8747,1,106,107,36
24,9527,1243,0,13679,4,126,232,85
24,14045,1244,0,8818,1,99,88,82
8,7110,1247,0,11923,1,80,204,64
8,7110,1247,0,8250,1,50,628,99
8,27007,1247,0,8260,1,50,701,62
8,27007,1247,0,8262,1,198,384,62
13,12068,1248,0,20449,6,77,1453,67
13,40448,1248,0,18998,1,77,6,64
24,5224,1269,0,552,1,106,331,86
23,29254,1270,0,25415,6,15,38,25
23,29254,1270,1,8224,1,135,278,99
2,46432,1277,0,8834,1,50,355,99
2,46432,1277,0,24106,6,50,1203,85
2,2495,1279,0,29956,4,50,191,85
24,45899,1281,0,20223,6,182,46,43
28,35892,1290,1,14804,1,77,774,38
28,35892,1290,1,8817,1,77,132,82
24,5224,1297,0,24780,6,106,160,82
24,3169,1323,0,18633,6,68,275,67
24,3169,1323,0,8337,6,135,278,20
37,55893,1327,0,57207,1,31,1918,53
37,54868,1327,0,21183,1,204,1778,62
24,44012,1328,1,8859,1,50,212,53
13,2541,1332,0,22616,6,204,1452,62
8,15015,1332,0,8257,1,63,1108,62
2,52284,1334,0,8267,1,50,675,58
2,52284,1334,0,44079,1,50,909,53
2,52284,1334,0,8266,1,50,411,58
2,52284,1334,0,19253,1,50,595,3
2,52284,1334,0,12006,1,50,544,98
2,52284,1334,0,8811,1,198,391,58
2,52284,1334,0,26227,6,198,384,30
23,385,1335,0,8215,1,208,951,62
23,385,1335,0,8743,1,144,24,5
24,5703,1342,0,21918,6,135,278,3
24,5224,1342,0,8289,1,107,36,22
24,5224,1342,0,18077,1,15,150,46
24,5224,1342,0,1404,3,3,1392,82
28,42940,1349,0,53555,3,144,1159,53
28,42940,1349,0,8794,1,144,7,11
2,44285,1350,0,12188,6,8,110,85
24,9527,1350,0,8818,1,99,88,82
24,5224,1350,0,21080,6,106,108,29
24,5224,1350,0,8242,1,171,61,21
2,9890,1353,0,8223,1,50,1538,9
2,9890,1353,0,8033,1,50,673,57
2,23862,1353,0,10612,3,50,498,30
2,23862,1353,0,8267,1,50,675,9
23,44238,1356,1,8289,1,107,36,37
24,5224,1366,0,48157,6,126,232,57
24,50547,1375,0,669,3,50,212,62
24,41641,1377,1,635,1,162,1039,62
24,5224,1383,0,51923,1,204,1478,53
24,5224,1383,0,44035,6,204,27,47
24,9527,1383,0,112,6,204,1540,9
24,9527,1383,0,20934,1,204,1545,43
24,5224,1383,0,56068,1,204,1758,53
8,46507,1386,0,12694,5,50,411,98
8,46507,1386,0,12149,1,50,624,2
8,46507,1386,0,8277,1,50,412,9
8,46507,1386,0,8218,1,50,743,9
8,46507,1386,0,486,1,50,726,62
8,46507,1386,0,11998,1,50,670,2
8,46507,1386,0,8278,1,50,368,9
8,46507,1386,0,6044,3,50,365,57
8,46507,1386,0,12176,6,50,366,98
8,22219,1386,0,4032,3,50,1271,62
8,46507,1386,0,22532,6,63,1023,62
37,38625,1404,0,8740,1,105,12,5
13,56153,1407,1,8253,1,70,19,64
13,46609,1411,1,28610,6,22,245,30
13,46609,1411,1,49086,6,50,685,53
30,43633,1417,1,41544,1,34,97,30
13,56153,1421,0,8255,1,77,20,64
13,13038,1421,0,8739,1,144,4,62
37,1579,1422,0,64560,8,68,275,53
13,19639,1446,0,22727,6,144,1496,62
24,3169,1449,0,20225,6,182,46,10
24,3169,1449,0,47466,6,151,69,29
24,28945,1451,0,8794,1,144,7,83
24,28945,1451,0,8289,1,107,36,93
24,2474,1451,0,8822,1,130,91,29
23,32821,1454,1,8739,1,144,4,62
24,23831,1456,1,467,1,82,229,62
23,28603,1458,0,8746,1,105,29,59
28,17420,1462,0,9129,3,50,598,62
28,5405,1462,0,3302,3,50,566,62
28,17078,1462,0,1065,3,50,1655,62
28,18617,1462,0,44373,6,50,1654,53
28,44774,1462,0,24867,6,50,657,30
28,15732,1462,0,5307,3,50,1294,62
28,49272,1462,0,11951,1,50,435,31
28,49272,1462,0,35983,6,198,1277,53
28,49272,1462,0,8288,1,198,399,46
28,49272,1462,0,4405,3,50,592,62
28,49272,1462,0,23432,1,50,1296,53
28,50870,1462,0,34235,4,50,972,53
28,24103,1462,0,24107,6,50,1203,85
28,53408,1462,0,24392,6,50,364,53
28,24103,1462,0,44063,6,50,969,53
28,24103,1462,0,24828,6,50,587,85
28,467,1462,0,65106,6,50,1640,53
28,9891,1462,0,8236,1,50,656,62
28,4687,1462,0,26328,1,50,871,3
28,6804,1462,0,356,1,50,708,62
28,50659,1462,0,12015,1,50,527,31
28,25300,1462,0,25226,1,50,579,53
28,43308,1462,0,25204,1,50,739,30
28,12346,1462,0,5024,3,50,1355,62
37,1393,1465,0,8268,1,50,682,58
24,42296,1471,0,8818,1,99,88,82
24,5224,1473,0,8803,1,151,69,64
24,14566,1473,0,5497,1,182,79,29
24,4699,1480,0,8265,1,50,647,62
24,4699,1480,0,27215,6,50,645,14
2,55086,1488,0,12483,5,50,675,98
24,3169,1488,0,20332,1,126,264,67
2,55086,1488,0,23682,6,50,659,53
24,5703,1497,0,8267,1,50,675,46
24,5224,1507,0,19776,6,50,212,67
24,5224,1507,0,8803,1,151,69,64
24,18776,1507,0,8600,6,170,313,20
24,5224,1507,0,44421,1,106,1704,3
2,25581,1514,0,35223,4,50,409,60
24,5224,1521,0,8246,1,5,65,22
24,5224,1521,0,21311,6,130,91,78
24,5224,1521,0,8803,1,151,69,64
24,5224,1521,0,8242,1,171,61,21
24,5224,1521,0,468,1,48,153,29
24,5224,1521,0,8282,1,126,232,62
28,35892,1525,0,8224,1,135,278,99
2,33139,1555,0,24198,6,50,1087,78
2,33139,1555,0,9194,3,50,953,98
2,36330,1555,0,12175,6,50,366,98
28,6833,1563,0,8745,1,204,27,25
28,6833,1563,0,18569,1,182,83,82
37,47701,1565,1,23631,1,12,807,53
37,41949,1565,0,17924,1,71,102,64
37,41949,1565,0,8289,1,107,36,22
37,41949,1565,0,8813,1,107,186,46
37,41949,1565,0,8743,1,144,24,22
37,41949,1565,0,8293,1,46,39,30
37,41949,1565,0,21882,6,46,1089,85
30,32844,1568,0,21820,6,63,1108,85
28,36449,1575,0,60938,6,135,278,53
30,56440,1589,0,22258,6,34,43,86
28,18432,1591,1,8746,1,105,29,48
2,25538,1601,1,11373,1,128,1455,3
2,32351,1608,1,8250,1,50,628,99
2,23258,1614,0,61873,4,50,659,60
23,27711,1616,0,64627,6,50,1632,53
13,54480,1640,0,19944,6,105,1853,89
13,53591,1640,0,8267,1,50,675,99
13,48452,1640,0,17660,5,77,2,43
13,48452,1640,0,9147,1,50,367,99
13,14322,1640,0,42043,1,21,250,82
13,7834,1640,0,21824,6,46,236,67
13,40269,1640,0,8739,1,144,4,62
13,6169,1640,0,8238,1,31,155,59
13,40514,1640,0,27501,1,50,1058,3
13,33955,1640,0,8745,1,204,1614,99
13,30165,1640,0,24979,6,11,9,97
13,39641,1640,0,21027,6,204,1783,85
13,48452,1640,0,11353,1,50,699,99
13,22801,1640,0,12826,5,50,1230,98
13,49218,1640,0,43130,1,63,1001,53
13,54306,1640,0,8746,1,105,29,7
13,15459,1640,0,889,6,70,767,62
13,15459,1640,0,22491,6,204,1776,20
13,40514,1640,0,14984,1,50,1457,62
13,40514,1640,0,12227,6,50,701,98
13,40514,1640,0,22727,6,144,1496,62
13,30165,1640,0,12471,5,48,153,29
13,33955,1640,0,33920,1,50,460,62
13,44975,1640,0,25431,6,50,700,62
13,24665,1640,0,5497,1,182,79,82
13,48452,1640,0,12682,5,82,230,98
2,53240,1641,0,26023,6,198,397,78
2,53240,1641,0,24312,1,50,569,36
2,53088,1657,0,12668,5,50,534,98
28,21006,1669,1,8253,1,70,19,64
2,16343,1678,0,15290,5,141,1240,93
2,38374,1678,0,12231,6,50,675,98
37,19152,1682,0,12209,6,70,19,36
2,34478,1687,0,26038,6,50,1250,78
18,27731,1688,1,41002,4,99,88,62
28,16602,1696,1,8746,1,105,29,25
2,26037,1706,0,9589,1,50,567,3
2,53377,1706,0,8816,1,163,1935,58
2,17901,1709,0,12261,6,50,412,98
2,17901,1709,0,26994,6,50,1529,85
2,30031,1712,1,27504,1,50,1325,36
2,30031,1712,0,8250,1,50,628,5
2,30031,1712,0,26235,6,198,384,78
2,17494,1713,0,14907,1,87,58,61
2,48862,1727,0,26253,6,50,350,78
2,36597,1729,0,8223,1,50,690,99
33,20177,1738,0,12427,5,63,966,31
2,49272,1759,0,17657,5,50,636,64
2,49272,1759,0,8791,1,8,110,25
2,49272,1759,0,12270,6,50,663,98
24,3169,1764,0,8223,1,50,690,46
28,24391,1772,0,4064,3,50,673,62
24,43419,1780,0,20841,6,182,68,40
24,5224,1780,0,8220,1,182,46,28
25,4924,1787,0,8746,1,105,29,10
2,35390,1807,0,12842,5,166,1091,98
24,5224,1812,0,8256,1,82,230,46
23,9246,1816,0,8746,1,105,29,58
28,2171,1818,1,17823,1,105,770,67
35,20979,1822,0,8747,1,106,107,36
24,26203,1830,0,8225,1,124,1939,62
28,47233,1831,0,24831,6,50,587,30
28,47233,1831,0,24822,1,50,450,53
2,35675,1835,0,8715,6,21,32,59
2,35675,1835,0,65051,6,105,22,30
2,35675,1835,0,25036,6,11,3,43
2,35675,1835,0,8253,1,70,19,46
2,35675,1835,0,12248,6,204,27,59
2,35675,1835,0,24983,6,11,26,67
2,46850,1847,0,4562,3,50,546,62
2,30136,1847,0,26924,6,50,606,78
2,30136,1847,0,25431,6,50,700,85
2,30136,1847,0,1201,3,50,1133,62
2,30136,1847,0,25387,1,50,1301,36
2,30136,1847,0,27076,6,50,641,78
2,30136,1847,0,27228,1,50,504,36
2,30136,1847,0,27457,3,50,1262,60
2,30136,1847,0,25788,6,50,623,85
24,1210,1851,1,8253,1,70,19,64
2,39404,1861,0,12181,6,50,350,98
2,44304,1861,0,4522,3,50,1025,62
2,49966,1861,0,3274,3,50,879,62
24,19105,1864,1,8241,1,162,1490,62
8,32549,1868,0,19162,6,70,19,67
24,5224,1873,0,38773,4,162,1490,82
24,5224,1873,0,8819,1,168,1242,46
24,5224,1873,0,14985,1,50,1241,67
37,15362,1876,0,45687,6,48,153,29
37,42328,1876,0,8158,3,36,1485,57
37,42328,1876,0,6574,6,171,61,3
37,26694,1876,0,23508,6,70,19,30
15,47551,1890,0,64883,8,77,1890,53
2,51661,1891,0,1532,1,119,2068,67
8,29226,1899,0,8267,1,50,675,5
8,29226,1899,0,8251,1,93,2086,5
8,29226,1899,0,21816,6,63,1108,58
8,29226,1899,0,23001,6,70,1902,62
8,29226,1899,0,20836,6,182,83,75
8,29226,1899,0,44130,8,50,365,85
8,29226,1899,0,735,3,151,1192,62
8,29226,1899,0,8822,1,130,91,82
8,29226,1899,0,21374,6,63,934,85
8,29226,1899,0,548,3,37,1572,62
8,29226,1899,0,36003,6,151,1236,46
2,4687,1901,0,22053,1,46,799,38
13,10061,1913,0,13441,4,50,682,98
24,42328,1925,0,1398,3,141,1240,62
24,42328,1925,1,8822,1,130,91,82
24,3169,1928,0,8788,1,77,2,43
24,4699,1928,0,48040,6,144,13,40
24,9527,1933,1,8859,1,50,212,3
24,5703,1934,0,19520,1,77,154,46
2,39112,1934,0,4169,3,50,1173,62
24,9527,1934,0,22802,6,77,20,36
24,9527,1934,0,4992,1,110,72,62
24,9527,1934,0,8242,1,171,61,25
2,11453,1934,0,10671,3,50,1170,29
2,11453,1934,0,27468,6,50,1263,85
2,34922,1936,1,8814,1,51,1509,99
24,11261,1939,0,51983,7,106,160,75
24,5224,1943,0,8859,1,50,212,46
37,14134,1963,0,8743,1,144,24,25
37,14134,1963,0,19035,1,144,1393,20
37,14134,1963,0,12247,6,204,27,18
37,14134,1963,0,11341,1,159,287,36
37,45348,1963,0,8746,1,105,29,25
37,45348,1963,0,23884,6,105,1873,58
2,20458,1967,0,57520,3,198,371,60
2,28112,1975,0,24646,6,50,502,36
2,28112,1975,0,8809,1,50,698,58
24,5703,1978,0,1154,1,99,1151,62
24,5703,1978,0,19967,6,99,88,62
30,53326,1990,1,14907,1,87,58,35
30,56440,1990,0,22258,6,34,43,86
24,5703,2011,0,8822,1,130,91,12
24,48593,2020,0,8849,1,63,1023,46
24,48593,2020,0,8286,1,63,1258,46
24,23604,2031,0,8822,1,130,91,82
34,53078,2037,0,8287,1,198,397,58
34,53078,2037,0,25928,1,198,379,53
23,4948,2041,0,22070,6,46,236,67
13,43387,2043,0,8747,1,106,107,5
24,5224,2051,1,1766,3,17,1608,62
13,33092,2052,0,48821,6,132,74,82
24,4699,2058,1,8822,1,130,91,12
24,4699,2058,1,8859,1,50,212,58
25,32,2062,0,12026,1,126,797,31
24,4693,2079,1,8217,1,34,43,53
2,43421,2088,1,9321,1,196,1991,99
24,28688,2095,0,1712,3,106,136,85
2,76,2107,0,12227,6,50,701,98
2,32759,2107,0,8802,1,50,503,58
2,13698,2107,0,20139,6,35,1616,67
23,49482,2117,0,8746,1,105,29,82
24,6139,2120,0,8282,1,126,232,46
2,41030,2126,1,8261,1,50,646,99
37,41949,2139,0,60797,6,105,892,53
24,3169,2154,0,36003,6,151,1236,57
28,54225,2175,0,27819,6,50,690,30
28,54225,2175,0,51776,1,135,276,53
2,20019,2178,0,8243,1,50,409,58
2,35892,2181,0,23857,1,105,890,36
